countryName,countryCode,airportName,airportCode,cityName,latitude,longitude
Australia,AUS,Duketon Gold,YDKG,Duketon Gold,-27.601944444444445,122.33388888888888
Australia,AUS,Dunk Island,YDKI,Dunk Island,-17.941666666666666,146.14
Australia,AUS,Darlot,YDLO,Darlot,-27.87361111111111,121.27166666666666
Australia,AUS,Deniliquin,YDLQ,Deniliquin,-35.559444444444445,144.9463888888889
Australia,AUS,Doomadgee,YDMG,Doomadgee,-17.94,138.82166666666666
Australia,AUS,Darnley Island,YDNI,Darnley Island,-9.577777777777778,143.77916666666667
Australia,AUS,Dochra (Military),YDOC,Dochra,-32.65,151.20833333333331
Australia,AUS,Donald,YDOD,Donald,-36.36027777777778,143.0075
Australia,AUS,Devonport,YDPO,Devonport,-41.16972222222222,146.43027777777777
Australia,AUS,Delamere,YDWF,Delamere,-15.745,131.90666666666667
Australia,AUS,Dysart,YDYS,Dysart,-22.622208333333333,148.363825
Australia,AUS,Echuca,YECH,Echuca,-36.157222222222224,144.76194444444445
Australia,AUS,East Jaurdi,YEJI,East Jaurdi,-30.769444444444442,120.31194444444444
Australia,AUS,Elcho I,YELD,Elcho I,-12.019338888888889,135.57065
Australia,AUS,Emerald,YEML,Emerald,-23.5675,148.17916666666665
Australia,AUS,Enoggera,YENO,Enoggera,-27.42527777777778,152.98333333333332
Australia,AUS,Elrose,YESE,Cloncurry,-20.97722222222222,141.00722222222223
Australia,AUS,Esperance,YESP,Esperance,-33.68444444444444,121.82277777777777
